Date,Average Days on Market,Average Percent of Last List Price,Average Percent of Last Original Price,Average Price Per Square Foot,Average Sales Price,Closed Sales,Homes for Sale,Median Days on Market,Median Percent of Last List Price,Median Percent of Last Original Price,Median Price Per Square Foot,Median Sales Price,Months Supply of Inventory (Closed),Months Supply of Inventory (Pending),New Listings,Pending Sales
2013-12-01,0.3924050632911392,0.3360655737704912,0.3607594936708862,0.1567695961995249,0.14396112939589434,0.4779411764705882,0.24247491638795987,0.171875,0.4567901234567895,0.491525423728814,0.1602870813397128,0.1823529411764706,0.1517857142857143,0.15740740740740744,0.12363636363636366,0.315
2014-01-01,0.4810126582278481,0.30327868852458995,0.3037974683544302,0.14964370546318295,0.19353613829541416,0.3137254901960784,0.19565217391304351,0.25,0.37037037037037024,0.40677966101694896,0.16746411483253587,0.1751633986928105,0.125,0.1296296296296296,0.0981818181818182,0.26499999999999996
2014-02-01,0.4810126582278481,0.3442622950819674,0.35443037974683556,0.15439429928741089,0.18014001911054767,0.2769607843137255,0.17391304347826086,0.21875,0.4567901234567895,0.48305084745762716,0.15311004784688986,0.19411764705882362,0.10714285714285712,0.11111111111111109,0.1490909090909091,0.30250000000000005
2014-03-01,0.379746835443038,0.3852459016393448,0.46835443037974755,0.17577197149643708,0.15856508515435208,0.303921568627451,0.1705685618729097,0.125,0.5555555555555554,0.6440677966101704,0.16746411483253587,0.16986928104575172,0.10714285714285712,0.11111111111111109,0.31636363636363635,0.46
2014-04-01,0.35443037974683544,0.44262295081967107,0.5063291139240507,0.20427553444180524,0.140774789065769,0.4387254901960784,0.17558528428093645,0.078125,0.5555555555555554,0.6694915254237293,0.18421052631578938,0.16372549019607852,0.10714285714285712,0.11111111111111109,0.41090909090909095,0.565
2014-05-01,0.25316455696202533,0.45081967213114726,0.5316455696202533,0.21377672209026133,0.14885492846035187,0.5465686274509803,0.1973244147157191,0.046875,0.5555555555555554,0.6694915254237293,0.20574162679425834,0.17581699346405233,0.11607142857142858,0.1296296296296296,0.5290909090909091,0.6125
2014-06-01,0.18987341772151897,0.4836065573770485,0.556962025316456,0.23990498812351546,0.2122469882151623,0.5563725490196079,0.2073578595317726,0.03125,0.5555555555555554,0.6694915254237293,0.23444976076555013,0.2405228758169935,0.125,0.1296296296296296,0.5145454545454546,0.645
2014-07-01,0.16455696202531647,0.4590163934426217,0.5506329113924053,0.2446555819477435,0.22011728630223393,0.5882352941176471,0.2274247491638796,0.03125,0.5555555555555554,0.6694915254237293,0.2416267942583732,0.2620915032679739,0.13392857142857142,0.1388888888888889,0.5145454545454546,0.5775000000000001
2014-08-01,0.21518987341772153,0.42622950819672045,0.5126582278481013,0.24703087885985753,0.19878092192779218,0.5759803921568627,0.22073578595317728,0.046875,0.5555555555555554,0.6440677966101704,0.23923444976076547,0.22186797385620916,0.13392857142857142,0.1388888888888889,0.41818181818181815,0.5449999999999999
2014-09-01,0.2278481012658228,0.42622950819672045,0.5,0.26128266033254155,0.18616296425827972,0.5514705882352942,0.23578595317725753,0.078125,0.5555555555555554,0.6355932203389836,0.2416267942583732,0.1895424836601307,0.14285714285714285,0.14814814814814814,0.42909090909090913,0.45
2014-10-01,0.2784810126582279,0.42622950819672045,0.5126582278481013,0.2541567695961995,0.21500740065325596,0.4828431372549019,0.22240802675585286,0.078125,0.5555555555555554,0.6016949152542379,0.22727272727272718,0.22156862745098038,0.14285714285714285,0.14814814814814814,0.37272727272727274,0.4825
2014-11-01,0.3291139240506329,0.41803278688524603,0.49367088607594933,0.24940617577197155,0.22476377239712464,0.4509803921568627,0.2090301003344482,0.078125,0.5555555555555554,0.593220338983051,0.21770334928229662,0.20261437908496738,0.13392857142857142,0.1388888888888889,0.3018181818181818,0.39999999999999997
2014-12-01,0.379746835443038,0.3770491803278686,0.4556962025316462,0.20190023752969122,0.1928116861623398,0.3970588235294118,0.14715719063545152,0.125,0.5061728395061724,0.5338983050847466,0.19138755980861233,0.1895424836601307,0.09821428571428573,0.10185185185185185,0.11636363636363639,0.34
2015-01-01,0.4177215189873418,0.3770491803278686,0.4430379746835449,0.20665083135391926,0.16468670567883037,0.3161764705882353,0.10367892976588629,0.171875,0.518518518518519,0.5254237288135597,0.19377990430622005,0.17418300653594776,0.07142857142857142,0.07407407407407407,0.08181818181818185,0.29250000000000004
2015-02-01,0.40506329113924056,0.45081967213114726,0.518987341772152,0.20902612826603328,0.1806983468751756,0.2818627450980392,0.0785953177257525,0.125,0.5555555555555554,0.6186440677966099,0.22488038277511957,0.21568627450980393,0.06249999999999999,0.06481481481481481,0.11818181818181822,0.30750000000000005
2015-03-01,0.35443037974683544,0.5491803278688527,0.6202531645569618,0.2565320665083135,0.17807033430967834,0.3088235294117647,0.09030100334448161,0.046875,0.5555555555555554,0.6694915254237293,0.2583732057416267,0.24248366013071898,0.07142857142857142,0.07407407407407407,0.3054545454545455,0.45749999999999996
2015-04-01,0.20253164556962025,0.581967213114754,0.6645569620253173,0.2874109263657957,0.20341616652406613,0.45343137254901955,0.10033444816053512,0.03125,0.5555555555555554,0.6694915254237293,0.29186602870813394,0.2338562091503268,0.07142857142857142,0.07407407407407407,0.4254545454545455,0.6025
2015-05-01,0.13924050632911392,0.606557377049179,0.6835443037974684,0.30641330166270786,0.2246725913527895,0.5759803921568627,0.10367892976588629,0.03125,0.5555555555555554,0.6694915254237293,0.3157894736842105,0.2614379084967321,0.07142857142857142,0.07407407407407407,0.5654545454545454,0.7975000000000001
2015-06-01,0.10126582278481014,0.639344262295082,0.7088607594936711,0.3230403800475059,0.29522798383722315,0.7475490196078431,0.11036789297658862,0.03125,0.5555555555555554,0.6694915254237293,0.3277511961722487,0.29738562091503273,0.08035714285714285,0.07407407407407407,0.5527272727272727,0.7750000000000001
2015-07-01,0.12658227848101264,0.6475409836065582,0.7215189873417724,0.3254156769596199,0.29618476027504204,0.7524509803921569,0.10535117056856187,0.03125,0.5555555555555554,0.6694915254237293,0.33732057416267935,0.3055555555555556,0.07142857142857142,0.07407407407407407,0.4963636363636364,0.7224999999999999
