,Bths,SF,CDOM,Bds,Type_100,Type_150,Type_1940,Type_200,Type_216,Type_2219,Type_2330,Type_2440,Type_2441,Type_2562,Type_2566,Type_2807,Type_2918,Type_3009,Type_3011,Type_3046,Type_3212,Type_323,Type_3237,Type_3260,Type_3406,Type_3629,Type_3643,Type_4436,Type_4440,Type_515,Type_519,Type_528,Type_530,Type_5443,Type_565,Type_611,Type_699,Type_750,Type_8,Type_810,Type_909,Type_COND,Type_RENT,Type_RESI,Stat_RESI,Stat_S,Stat_S-UL,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small
Type_RENT,0.01300825765840217,0.010624965901931694,0.0008752311342757949,0.008434841067558235,-5.109339873288346e-05,-5.1093398732883374e-05,-5.10933987328833e-05,-5.109339873288346e-05,-7.22588234337988e-05,-5.10933987328835e-05,-5.109339873288346e-05,-5.109339873288346e-05,-5.109339873288329e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.109339873288346e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288346e-05,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288329e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288328e-05,-5.109339873288329e-05,-5.109339873288344e-05,-5.109339873288329e-05,-5.1093398732883307e-05,-5.109339873288346e-05,-5.109339873288339e-05,-0.00011425998922722725,-5.10933987328833e-05,-5.10933987328833e-05,-5.10933987328834e-05,-5.10933987328833e-05,-0.005836785683104169,1.0,-0.008712826415247914,-0.00025562376998704175,0.00116325656948491,-0.0011113776991050965,-0.008533379115834185,-0.0035728198840172935,0.010142396263620101,0.0180120846735939,-0.013388341342295062,-0.014008004651022582,-0.008252076274032856,-0.007883968275288686,-0.011763921911687788,0.016660929237543566,0.018744939954330672,-0.01625613915484438,-0.01773853092086667,-0.007673282919155712,-0.007630196863960931,0.02520322983176902,0.025429159875453942,0.00611807084826853,-0.008764391353752048,-0.0007857679383595261,0.011032111693928861,0.0022057511403819484,0.0023554676067974217,0.00907355503849981,-0.003966997262261873,-0.005366752365690047,-0.004375474065700327
Type_RESI,0.5042129309891835,0.6426211957067254,-0.05501504366581927,0.6888138752329425,-0.008712826415247918,-0.008712826415247914,-0.008712826415247918,-0.008712826415247918,-0.01232211207635996,-0.008712826415247918,-0.008712826415247918,-0.008712826415247918,-0.008712826415247916,-0.008712826415247914,-0.008712826415247914,-0.008712826415247914,-0.008712826415247914,-0.008712826415247918,-0.008712826415247916,-0.008712826415247914,-0.008712826415247914,-0.008712826415247914,-0.008712826415247918,-0.008712826415247914,-0.008712826415247914,-0.008712826415247916,-0.008712826415247914,-0.008712826415247914,-0.008712826415247914,-0.008712826415247914,-0.008712826415247916,-0.008712826415247916,-0.008712826415247914,-0.008712826415247916,-0.008712826415247918,-0.008712826415247916,-0.019484463297294974,-0.008712826415247916,-0.008712826415247918,-0.008712826415247914,-0.008712826415247918,-0.9953321121924125,-0.008712826415247914,1.0,-0.04359086674096876,-0.031647278228292906,0.05068937949301307,0.06272733479064492,0.02930559071704889,-0.013448265809952504,-0.010249873576961438,-0.003400431166033064,-0.007159582479007399,0.031119226682058264,0.04844314994963825,-0.001606359670890685,-0.016540093217372345,-0.02206703369571909,-0.010629529801265683,-0.012297335810860635,0.03197632193782565,0.05182615667277084,0.005725931866655048,0.003901564234144044,-0.01931996837335825,-0.0004122727674528631,-0.0741121683600763,0.6539828247211694,-0.38915348925042137,0.08541890348672489,0.6121107195014187,0.40717562521848394,0.023772194363725928,-0.649033358623771
Stat_RESI,0.012590602860889599,0.01926667214178652,0.008738650293947131,0.017448021996785953,-0.00025562376998704154,-0.0002556237699870413,0.19987733822826576,-0.00025562376998704154,0.2826764640763387,0.19987733822826614,-0.00025562376998704154,0.19987733822826614,0.19987733822826578,0.1998773382282661,0.19987733822826603,0.1998773382282661,0.1998773382282661,0.19987733822826612,0.19987733822826614,0.1998773382282661,0.19987733822826614,-0.00025562376998704126,0.19987733822826614,0.1998773382282661,0.1998773382282661,0.19987733822826573,0.1998773382282661,0.19987733822826612,0.19987733822826614,-0.0002556237699870411,-0.00025562376998704126,-0.00025562376998704164,-0.00025562376998704126,0.1998773382282658,0.19987733822826612,-0.00025562376998704126,-0.0005716505444791362,-0.0002556237699870412,0.19987733822826567,-0.0002556237699870413,0.19987733822826576,-0.02920183816155482,-0.00025562376998704175,-0.04359086674096876,1.0,-0.21974840004576224,-0.005560298675960336,-0.03559763695558543,-0.030597556734480082,-0.011851889954680226,0.08448678847401977,-0.057770378447087496,-0.06642352765941151,-0.04314330509159292,-0.037933119384872864,-0.046133534111178195,0.0657463664388428,0.08932007231905406,-0.07246106032967704,-0.07729516172602242,-0.044360519047817355,-0.039046486355239364,0.06912186451319727,0.0667447279301226,0.017441721416867093,-0.039516909132783135,-0.03851185989331273,0.016485478736128323,-0.01269672594621538,-0.024360413510814406,-0.007247168294912494,0.007123963017785073,0.002942261522675086,-0.01867828590965964
Stat_S,0.07689107630233454,-0.027673623517637413,-0.02463089584908561,0.0456119474961887,-0.043922725281067124,-0.04392272528106711,-0.04392272528106711,-0.043922725281067124,-0.06211770071136876,-0.043922725281067124,-0.043922725281067124,-0.043922725281067124,-0.04392272528106711,-0.04392272528106712,-0.04392272528106711,-0.04392272528106712,-0.04392272528106712,-0.043922725281067124,-0.043922725281067124,-0.04392272528106712,-0.04392272528106712,-0.04392272528106712,-0.043922725281067124,-0.04392272528106712,-0.04392272528106712,-0.0439227252810671,-0.04392272528106712,-0.04392272528106712,-0.04392272528106712,-0.0439227252810671,-0.0439227252810671,-0.04392272528106711,-0.0439227252810671,-0.04392272528106712,-0.043922725281067124,-0.043922725281067124,-0.09822423721863743,-0.04392272528106711,-0.04392272528106711,-0.04392272528106711,-0.04392272528106711,0.05921487589993445,0.00116325656948491,-0.031647278228292906,-0.21974840004576224,1.0,-0.9554020396353156,-0.12036951999539802,0.02770582235654385,0.016600428263096365,0.057587390217036356,-0.06728974024720775,-0.06405128390837882,-0.12692094554763167,-0.12636388274120747,-0.00029597915942445344,0.0646638535507308,0.04727408410211066,-0.05768375361544625,-0.04996257381049246,-0.12602127024222537,-0.12370309053369505,0.05149240517618021,0.05256846202160668,0.020322035091259877,-0.008975434669556321,-0.10472762380539985,0.06255416688224281,0.1509449144725708,-0.2086153541939466,-0.08037770370869844,-6.371588038295418e-05,-0.023456713211289625,0.03665436107838977
Stat_S-UL,-0.08066221450292214,0.028416818700857552,-0.003375406015646144,-0.0469630099397304,-0.0011113776991050978,-0.0011113776991050982,-0.0011113776991050987,-0.0011113776991050978,-0.0015717655689288061,-0.0011113776991050982,-0.0011113776991050978,-0.0011113776991050978,-0.0011113776991050984,-0.001111377699105098,-0.0011113776991050978,-0.0011113776991050984,-0.0011113776991050982,-0.0011113776991050978,-0.0011113776991050984,-0.001111377699105098,-0.0011113776991050984,-0.0011113776991050984,-0.0011113776991050978,-0.001111377699105098,-0.0011113776991050984,-0.0011113776991050984,-0.0011113776991050984,-0.0011113776991050978,-0.0011113776991050984,-0.0011113776991050984,-0.0011113776991050984,-0.0011113776991050974,-0.0011113776991050982,-0.0011113776991050987,-0.0011113776991050978,-0.0011113776991050984,-0.0024853700688617867,-0.0011113776991050987,-0.0011113776991050987,-0.0011113776991050978,-0.0011113776991050987,-0.050022835346288826,-0.0011113776991050965,0.05068937949301307,-0.005560298675960336,-0.9554020396353156,1.0,0.14009171898055256,-0.01742465804342931,-0.01692140806593846,-0.09298224627983503,0.09336575643841503,0.09340009068553756,0.15015648579371751,0.14746931270374114,0.01792533553312319,-0.09450995970696141,-0.08359830076814306,0.08885361404423281,0.08255644390022644,0.1495828762466032,0.14538560093960295,-0.08208492293557407,-0.0822901950682326,-0.027330800136182568,0.025186799827818577,0.12291974632355199,-0.06506792373875125,-0.15891858113637586,0.22701389486024745,0.09241387690858513,0.0009592792585665955,0.02274508766495527,-0.03697872724594147
Year,0.057981741782226336,0.031208002180678318,-0.22989235859714863,0.0626615185649335,-0.007169707775512191,-0.007169707775512991,-0.005806036435185656,-0.007169707775512418,-0.010139757015013552,-0.007169707775511825,-0.007169707775511871,-0.007169707775511718,-0.007169707775509758,-0.0071697077755123705,-0.00716970777551312,-0.007169707775512524,-0.007169707775512818,-0.007169707775511527,-0.007169707775511786,-0.007169707775512273,-0.0071697077755114485,-0.0071697077755122985,-0.007169707775511527,-0.007169707775512075,-0.007169707775512427,-0.007169707775509758,-0.00716970777551264,-0.007169707775513679,-0.007169707775511586,-0.00580603643518375,-0.007169707775509761,-0.007169707775513855,-0.007169707775509616,-0.007169707775508707,-0.007169707775511929,-0.0071697077755117815,-0.016033592470037827,-0.007169707775509242,-0.007169707775508854,-0.0071697077755138615,-0.00716970777550922,-0.058202691843760035,-0.008533379115834185,0.06272733479064492,-0.03559763695558543,-0.12036951999539802,0.14009171898055256,1.0,-0.04277367099512135,0.02267157314631816,-0.5772251995716753,0.44858075736868075,0.46236979389888,0.8675654760026608,0.9162843347187054,0.10483232073692435,-0.6748671402104168,-0.6020612864460871,0.3900823692892332,0.3968650506314616,0.8715881508199458,0.9131556001061548,-0.5512835041361838,-0.5569113272809596,-0.3149589985356629,0.1212726372955394,0.6275886618675547,0.0648527130904016,-0.03698615498845885,0.42167429732824374,0.4102924726895293,-0.006995287852819524,0.04492441045841993,-0.06005528362507862
Month,0.008854785182916384,0.02544576913641272,-0.02903440391470994,0.023019327545818827,-0.012654742428156668,-0.005843300520052124,-0.012654742428156654,-0.012654742428156668,-0.011474912502949916,-0.010384261792121853,-0.010384261792121855,-0.010384261792121855,0.0009681413880521844,-0.008113781156086929,-0.0058433005200521256,-0.00811378115608693,-0.005843300520052125,-0.010384261792121855,-0.008113781156086932,-0.008113781156086929,-0.005843300520052126,-0.00811378115608693,-0.010384261792121855,-0.008113781156086929,-0.00811378115608693,0.0009681413880521843,-0.00811378115608693,-0.005843300520052125,-0.008113781156086936,-0.0013023392479826331,-0.0013023392479826273,-0.005843300520052123,-0.0013023392479826316,0.007779583296156612,-0.010384261792121855,-0.008113781156086932,-0.010020871802656484,0.0009681413880521861,0.0032386220240870033,-0.005843300520052122,0.0032386220240870007,-0.02571411453933331,-0.0035728198840172935,0.02930559071704889,-0.030597556734480082,0.02770582235654385,-0.01742465804342931,-0.04277367099512135,1.0,-0.025736878450612833,-0.1275753801235178,-0.06764357053782839,-0.04390124333633316,-0.015002256339356755,0.01924825379501856,0.27219641999729555,0.15534824805577552,-0.08020581428107733,-0.053327147817151685,-0.05040489809217518,-0.021446112072257106,0.023169621498080464,0.11260981505716909,0.11382575484973864,0.11306630500584308,0.03906332617284909,-0.0335193708014542,0.01831761443919139,-0.023564660169899,-0.014370965207545517,0.005645995300595669,0.012365362269695666,-0.012414276977270064,-0.014182254851196814
Day,-0.006802789417660988,-0.00928624232889846,-0.0038932458677208175,-0.011000479957855044,0.00936043873357411,-0.002368924217115794,-0.009406541987529647,0.004668693553298114,-0.015514965503400351,0.007796523673482129,0.007796523673482129,0.007796523673482129,-0.007842626927437684,-0.007842626927437674,-0.0008050091570238104,0.0007589059030681676,-0.0031508817471617954,-0.00549675433729976,0.0046686935532981085,-0.0047147968072537745,-0.011752414577667623,0.0007589059030681684,0.006232608613390137,-0.009406541987529654,0.000758905903068168,-0.007842626927437682,-0.0008050091570238119,0.005450651083344099,0.011706311323712082,-0.0008050091570237901,0.010924353793666075,0.010142396263620096,-0.0008050091570237789,-0.007842626927437672,0.007796523673482129,0.006232608613390136,0.003096089737608434,-2.3051626977781843e-05,-0.003932839277207744,0.007796523673482128,-0.009406541987529654,0.013441281712261825,0.010142396263620101,-0.013448265809952504,-0.011851889954680226,0.016600428263096365,-0.01692140806593846,0.02267157314631816,-0.025736878450612833,1.0,-0.01573665013803129,0.021695610324338966,0.021135899833799408,0.01929652204474152,0.01917126721514043,-0.004858804592966355,-0.02142183694679801,-0.017179552869824866,0.01863937594645724,0.016752078732836167,0.020158007799259185,0.021363051871058764,-0.015187445683686625,-0.015333835732020563,-0.002750190452650742,0.004599598223805015,0.019133645152926898,-0.009891323681982983,0.01013135296007789,0.012497435842401676,-0.0007238076532147173,-0.010549596628952074,-0.0032943355182440807,0.013163510138904193
Agg_Average Days on Market,-0.007834773775216176,0.007144993422986687,0.3731221791307539,-0.004955666756913653,0.018392185605832542,0.016871781876878007,0.01079016696105981,0.018392185605832542,0.028698931564868604,0.016871781876878014,0.016871781876878014,0.016871781876878014,0.010410066028821179,0.020292690267025702,0.01687178187687801,0.020292690267025702,0.01687178187687801,0.016871781876878014,0.020292690267025702,0.020292690267025702,0.01687178187687801,0.020292690267025702,0.016871781876878014,0.020292690267025702,0.020292690267025702,0.010410066028821177,0.020292690267025702,0.016871781876878014,0.020292690267025702,0.010029965096582535,0.011550368825537066,0.016871781876878007,0.011550368825537066,0.014971277215684848,0.016871781876878014,0.020292690267025702,0.03348021777473425,0.010410066028821174,0.01041006602882117,0.01687178187687801,0.010410066028821179,-0.000159480029257692,0.0180120846735939,-0.010249873576961438,0.08448678847401977,0.057587390217036356,-0.09298224627983503,-0.5772251995716753,-0.1275753801235178,-0.01573665013803129,1.0,-0.8045846086144753,-0.8799188829891971,-0.6349080729325679,-0.6101731891183131,-0.5997681491507445,0.808693407232231,0.921266764741179,-0.8135506467162934,-0.8809655977279662,-0.630159887715564,-0.6267609357583627,0.8681826971862814,0.8670792972016265,0.022537074280452315,-0.5651404050081864,-0.45790653965916966,-0.006566738641000737,0.010953638261706044,-0.30599809003227396,-0.2866688731187952,0.0170771194289454,-0.0076032146219418804,-0.0021882482071721716
Agg_Average Percent of Last List Price,-0.0031249238656396103,-0.014425840095999159,-0.31792201904416123,-0.009376008365794797,-0.011724463930264632,-0.010060586518234335,-0.012279089734272922,-0.011724463930264635,-0.016581319851719782,-0.013388341342294958,-0.013388341342294961,-0.013388341342294954,-0.010060586518232576,-0.011724463930264587,-0.01006058651823432,-0.01172446393026462,-0.01006058651823434,-0.013388341342294982,-0.01172446393026467,-0.011724463930264611,-0.010060586518234283,-0.011724463930264651,-0.013388341342294972,-0.011724463930264597,-0.011724463930264635,-0.010060586518232564,-0.011724463930264623,-0.01006058651823429,-0.011724463930264661,-0.009228647812217534,-0.00922864781221738,-0.01006058651823429,-0.0092286478122175,-0.010615212322242563,-0.013388341342294949,-0.011724463930264686,-0.027583718589922656,-0.010060586518232545,-0.010615212322242575,-0.010060586518234275,-0.010615212322242601,0.01073864985714325,-0.013388341342295062,-0.003400431166033064,-0.057770378447087496,-0.06728974024720775,0.09336575643841503,0.44858075736868075,-0.06764357053782839,0.021695610324338966,-0.8045846086144753,1.0,0.9804857315318636,0.5504982516247588,0.4805144581288619,0.5458952835208015,-0.7256208005807102,-0.7434697122608714,0.8971794235928033,0.887250480921726,0.5432941533901092,0.4703714691932305,-0.7413921011838022,-0.7434851597228334,0.016994732260986026,0.5853161587235213,0.4010643056757041,-0.0072476059736070126,-0.003735532979270884,0.2679249074923893,0.23637832714209348,-0.027747538195805704,0.00036870347350197776,0.01812231976196614
Agg_Average Percent of Last Original Price,-0.004285158218890582,-0.019134844671404194,-0.3433418906839888,-0.011929039945927637,-0.015001827225566294,-0.011622830472117278,-0.013809240136114469,-0.015001827225566288,-0.019810816680787834,-0.015001827225566292,-0.015001827225566302,-0.015001827225566292,-0.01102653692739171,-0.014008004651022461,-0.011622830472117289,-0.014008004651022461,-0.011622830472117303,-0.015001827225566327,-0.014008004651022438,-0.014008004651022457,-0.011622830472117308,-0.014008004651022454,-0.015001827225566292,-0.014008004651022449,-0.014008004651022454,-0.011026536927391703,-0.014008004651022461,-0.011622830472117299,-0.014008004651022424,-0.009833949837939232,-0.01082777241248296,-0.011622830472117316,-0.010827772412482985,-0.012020359501935555,-0.015001827225566297,-0.014008004651022449,-0.03043706166486994,-0.011026536927391714,-0.011225301442300502,-0.011622830472117311,-0.011225301442300512,0.01556731855713774,-0.014008004651022582,-0.007159582479007399,-0.06642352765941151,-0.06405128390837882,0.09340009068553756,0.46236979389888,-0.04390124333633316,0.021135899833799408,-0.8799188829891971,0.9804857315318636,1.0,0.5817423395457944,0.5098659088555546,0.5914837414468636,-0.7624930779380041,-0.8147932971070403,0.9199449976353888,0.9420250436434814,0.5741045515699359,0.507562644946065,-0.810684149161369,-0.8105772277590987,0.043243184116701666,0.6230307450944618,0.4234945763096998,-0.009357967942054204,-0.0006221334276379942,0.2812871383567858,0.25039328446344655,-0.02742206183974725,0.0006914027747274439,0.020420222023917002
Agg_Average Price Per Square Foot,0.03327030596004024,0.003546802492383596,-0.24356032891678941,0.028050520243677622,-0.009116878398956415,-0.00842503669901755,-0.009693413148905561,-0.009116878398956411,-0.011996642218777057,-0.008540343649007366,-0.008540343649007362,-0.008540343649007362,-0.008425036699017653,-0.008482690174012453,-0.008425036699017547,-0.008482690174012451,-0.00842503669901755,-0.00854034364900736,-0.008482690174012451,-0.008482690174012453,-0.008425036699017549,-0.008482690174012451,-0.008540343649007364,-0.008482690174012451,-0.008482690174012451,-0.008425036699017651,-0.008482690174012451,-0.008425036699017537,-0.00848269017401245,-0.01044290832383933,-0.008252076274032941,-0.008425036699017535,-0.008252076274032934,-0.010039333998874992,-0.008540343649007364,-0.008482690174012451,-0.019614463388960997,-0.008425036699017648,-0.008886264498976882,-0.008425036699017537,-0.00888626449897688,-0.02558775442557667,-0.008252076274032856,0.031119226682058264,-0.04314330509159292,-0.12692094554763167,0.15015648579371751,0.8675654760026608,-0.015002256339356755,0.01929652204474152,-0.6349080729325679,0.5504982516247588,0.5817423395457944,1.0,0.9762163443403157,0.25394375126565594,-0.5596602241576263,-0.5390685348352634,0.5260385202460418,0.5231747059914332,0.9983550215360009,0.9634361941810422,-0.5538197798020646,-0.5502276046243313,-0.04558843441793007,0.25086105028215067,0.721393582615686,0.032268153655576615,-0.02021007991572853,0.4844562960628801,0.4441384198599052,-0.024990510954955067,0.03324016343049435,-0.025241584698344848
Agg_Average Sales Price,0.04842448878810919,0.02100648276335001,-0.23316715496958434,0.047031241188370286,-0.008587257959279787,-0.008095653310081677,-0.007173727648801508,-0.008587257959279787,-0.010672633403442247,-0.00781676571333976,-0.007816765713339766,-0.007816765713339764,-0.006417137287853634,-0.0075464984994314185,-0.008095653310081672,-0.00754649849943142,-0.008095653310081677,-0.007816765713339769,-0.007546498499431416,-0.0075464984994314185,-0.008095653310081679,-0.0075464984994314185,-0.007816765713339764,-0.007546498499431415,-0.00754649849943142,-0.006417137287853634,-0.0075464984994314185,-0.008095653310081672,-0.007546498499431413,-0.008550378504551672,-0.007041811508679548,-0.00809565331008167,-0.0070418115086795414,-0.009065810620384786,-0.007816765713339764,-0.007546498499431419,-0.01715127033896117,-0.006417137287853638,-0.006771969243220752,-0.008095653310081672,-0.006771969243220742,-0.04358433327929804,-0.007883968275288686,0.04844314994963825,-0.037933119384872864,-0.12636388274120747,0.14746931270374114,0.9162843347187054,0.01924825379501856,0.01917126721514043,-0.6101731891183131,0.4805144581288619,0.5098659088555546,0.9762163443403157,1.0,0.23106916149874565,-0.5495537027363708,-0.5389173473038475,0.44554091341344293,0.44967214988618387,0.9770886695304714,0.9892024484447326,-0.5187948216667354,-0.5170366470799805,-0.07685448667540032,0.22198220766926136,0.702327934512984,0.050846607198827186,-0.029323202137952527,0.47381580449101757,0.4469964814746211,-0.01529785660756857,0.03674738657109112,-0.04372669569431239
Agg_Closed Sales,-0.006295541874815495,-0.009792378686617005,-0.23466486252639673,-0.0076101682091425215,-0.0077800788629560115,-0.008712467661595375,-0.012442022856152792,-0.007780078862956014,-0.014239613110802928,-0.01049248264081588,-0.010492482640815886,-0.010492482640815875,-0.004050523668398562,-0.01006866955052531,-0.008712467661595372,-0.010068669550525324,-0.00871246766159538,-0.01049248264081587,-0.010068669550525326,-0.010068669550525313,-0.008712467661595372,-0.010068669550525324,-0.01049248264081588,-0.01006866955052531,-0.010068669550525324,-0.0040505236683985625,-0.010068669550525319,-0.008712467661595367,-0.010068669550525329,-0.005745776029561094,-0.005321962939270408,-0.008712467661595365,-0.005321962939270397,-0.009983906932467194,-0.01049248264081588,-0.01006866955052532,-0.019711127882293556,-0.004050523668398572,-0.006000063883735439,-0.008712467661595365,-0.006000063883735435,0.007228897713050021,-0.011763921911687788,-0.001606359670890685,-0.046133534111178195,-0.00029597915942445344,0.01792533553312319,0.10483232073692435,0.27219641999729555,-0.004858804592966355,-0.5997681491507445,0.5458952835208015,0.5914837414468636,0.25394375126565594,0.23106916149874565,1.0,-0.2661918155061278,-0.5403984162794626,0.5183060310547933,0.5928783858157374,0.24523188846759175,0.23149493565746496,-0.4167256922193983,-0.4246328620720241,0.5326095773349853,0.9111506082115001,0.18065912413431257,-0.00754605282798855,-0.003082657251491757,0.11981679468652486,0.1124761386208946,-0.012672953374987906,-0.009819745555735847,0.019101016246163335
Agg_Homes for Sale,-0.01874058712557649,0.0015684605114083146,0.3188018776296228,-0.01595023217645561,0.010898627733002047,0.014866114014817532,0.007923013021640446,0.010898627733002052,0.01788490035498631,0.010615235855729507,0.010615235855729505,0.010615235855729507,0.016755393196634483,0.012646210976182624,0.014866114014817534,0.012646210976182622,0.014866114014817538,0.01061523585572951,0.012646210976182622,0.012646210976182622,0.014866114014817534,0.012646210976182622,0.010615235855729505,0.012646210976182624,0.012646210976182622,0.016755393196634487,0.012646210976182622,0.014866114014817538,0.01264621097618261,0.00882042063300347,0.017133249032997865,0.014866114014817538,0.017133249032997868,0.015243969851180941,0.010615235855729504,0.012646210976182622,0.02882992836799682,0.01675539319663449,0.016424769339816517,0.014866114014817538,0.01642476933981653,0.007970168713044434,0.016660929237543566,-0.016540093217372345,0.0657463664388428,0.0646638535507308,-0.09450995970696141,-0.6748671402104168,0.15534824805577552,-0.02142183694679801,0.808693407232231,-0.7256208005807102,-0.7624930779380041,-0.5596602241576263,-0.5495537027363708,-0.2661918155061278,1.0,0.8422163194901484,-0.6885709015087949,-0.7263618185262316,-0.5590731891901796,-0.56049930006256,0.9289277286134549,0.9374227758382688,0.4744829223877839,-0.30696334487544535,-0.4140038612142492,-0.01826983153506256,0.011905206900136061,-0.27119365271053897,-0.25827409353031766,0.012925763934409558,-0.018129627535942647,0.01091656795644383
Agg_Median Days on Market,-0.017851772014081654,-0.00656027935851807,0.36164821513754497,-0.021327424977465138,0.022213403459131403,0.011808012944728769,0.011312518158328663,0.02221340345913141,0.032116053026299704,0.02072691909993108,0.02072691909993108,0.02072691909993108,0.010817023371928552,0.022708898245531496,0.011808012944728769,0.02270889824553149,0.01180801294472877,0.020726919099931077,0.022708898245531493,0.022708898245531493,0.01180801294472877,0.02270889824553149,0.020726919099931074,0.0227088982455315,0.022708898245531496,0.010817023371928552,0.02270889824553149,0.01180801294472877,0.02270889824553149,0.0033846015759269703,0.00982603379912834,0.011808012944728767,0.00982603379912834,0.013789992090329195,0.02072691909993108,0.0227088982455315,0.03948148591124928,0.010817023371928552,0.010817023371928554,0.011808012944728769,0.010817023371928554,0.011228408905318238,0.018744939954330672,-0.02206703369571909,0.08932007231905406,0.04727408410211066,-0.08359830076814306,-0.6020612864460871,-0.08020581428107733,-0.017179552869824866,0.921266764741179,-0.7434697122608714,-0.8147932971070403,-0.5390685348352634,-0.5389173473038475,-0.5403984162794626,0.8422163194901484,1.0,-0.774590650432931,-0.8593127908920759,-0.5347751852865055,-0.5565113461837705,0.856779770411073,0.8617045746938412,0.09958951494305228,-0.5428898446376571,-0.3918439168812152,-0.021240037028577255,0.01890141702557943,-0.26246163754590485,-0.2539571228161619,0.005493217317108934,-0.0069379359462286225,0.011781768934584302
Agg_Median Percent of Last List Price,-0.010520242853736662,-0.020190720700136056,-0.32668752563187325,-0.017259132529619133,-0.01469188395026977,-0.012084791942646033,-0.015213302351795518,-0.014691883950269777,-0.021515408618800243,-0.016777557556369067,-0.016777557556369078,-0.01677755755636909,-0.01052053673807262,-0.015213302351794555,-0.012084791942646082,-0.015213302351794616,-0.01208479194264607,-0.016777557556369053,-0.015213302351794624,-0.01521330235179458,-0.012084791942645952,-0.015213302351794623,-0.016777557556369064,-0.015213302351794605,-0.015213302351794593,-0.010520536738072598,-0.015213302351794597,-0.012084791942646111,-0.015213302351794647,-0.010520536738072517,-0.009477699935023105,-0.012084791942646096,-0.009477699935023247,-0.014170465548746215,-0.01677755755636905,-0.015213302351794635,-0.03472108553619367,-0.010520536738072635,-0.013649047147221545,-0.01208479194264612,-0.013649047147221555,0.01972429622017909,-0.01625613915484438,-0.010629529801265683,-0.07246106032967704,-0.05768375361544625,0.08885361404423281,0.3900823692892332,-0.053327147817151685,0.01863937594645724,-0.8135506467162934,0.8971794235928033,0.9199449976353888,0.5260385202460418,0.44554091341344293,0.5183060310547933,-0.6885709015087949,-0.774590650432931,1.0,0.9585734402903089,0.5156931053673117,0.44394937886948566,-0.7656464396823307,-0.7659212022984162,0.05781878113129748,0.5656530757592202,0.38059740551388854,-0.015451049801348666,0.0007108590324617622,0.25664491957179353,0.2209158282061461,-0.022856310287565795,-0.006563153049840062,0.02401929708346618
Agg_Median Percent of Last Original Price,-0.010359630650483018,-0.02216019414819762,-0.3486820406934988,-0.017004732963868487,-0.020213111998343896,-0.013408014035282589,-0.017119885651496674,-0.02021311199834382,-0.02421179352000844,-0.017429208286182385,-0.017429208286182375,-0.01742920828618237,-0.010314787688435665,-0.017119885651497822,-0.01340801403528261,-0.017119885651497833,-0.013408014035282587,-0.01742920828618235,-0.017119885651497812,-0.017119885651497822,-0.013408014035282582,-0.01711988565149783,-0.01742920828618236,-0.01711988565149782,-0.017119885651497836,-0.010314787688435656,-0.017119885651497833,-0.013408014035282597,-0.017119885651497822,-0.007840206610958403,-0.009386819784381824,-0.013408014035282561,-0.009386819784381939,-0.012789368765912272,-0.01742920828618237,-0.01711988565149784,-0.03413472060512742,-0.010314787688435653,-0.011861400861858547,-0.013408014035282589,-0.011861400861858636,0.021962108915762224,-0.01773853092086667,-0.012297335810860635,-0.07729516172602242,-0.04996257381049246,0.08255644390022644,0.3968650506314616,-0.05040489809217518,0.016752078732836167,-0.8809655977279662,0.887250480921726,0.9420250436434814,0.5231747059914332,0.44967214988618387,0.5928783858157374,-0.7263618185262316,-0.8593127908920759,0.9585734402903089,1.0,0.5129108085190955,0.45556464621177983,-0.8203110201920863,-0.8185524478371876,0.10373839973198495,0.6312564919091431,0.37964176553023077,-0.01522084820542433,0.0022697218561817762,0.2541929410581791,0.223331419334571,-0.022442049368422912,-0.0046707413341524825,0.023958926958692076
