#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
13172417,S,COND,920,5th Ave N #3,WA,"$282,000",1.5,989,06/26/2010,700,Seattle,15.0,2
13229134277,S,RESI,333,W Kinnear Place,WA,"$1,350,000",2.25,"5,170",06/28/2010,700,Seattle,293.0,7
13329065674,S,COND,200,W Highland Dr #202,WA,"$1,775,000",1.75,"2,398",06/28/2010,700,Seattle,359.0,2
13476185,S,RESI,2211,Nob Hill Ave N,WA,"$1,000,000",2.5,"3,005",06/28/2010,700,Seattle,2.0,3
13544585,S,RESI,307,Newell St,WA,"$456,000",1.75,"1,640",06/29/2010,700,Seattle,63.0,3
13729131004,S,COND,900,Warren Ave N #201,WA,"$415,000",1.75,"1,200",06/29/2010,700,Seattle,217.0,2
13829105989,S,RESI,3118,W Government Wy,WA,"$380,000",2.75,"3,100",06/29/2010,700,Seattle,241.0,5
13966639,S,RESI,4310,36th Ave W,WA,"$450,000",1.75,"1,490",06/29/2010,700,Seattle,44.0,2
14026698,S,RESI,417,Halladay St,WA,"$880,000",3.25,"2,500",06/29/2010,700,Seattle,53.0,3
14160331,S,COND,810,Taylor Ave N #124,WA,"$210,000",1.0,689,06/29/2010,700,Seattle,33.0,1
14258916,S,RESI,1808,4th Ave N,WA,"$797,000",2.0,"2,390",06/30/2010,700,Seattle,22.0,4
1434329,S,COND,519,W Roy St #302,WA,"$114,000",1.0,460,06/30/2010,700,Seattle,113.0,0
14473948,S,RESI,2200,B 11th Ave W,WA,"$735,000",3.5,"2,450",06/30/2010,700,Seattle,6.0,3
14529146959,S,RESI,3415,Sound View Dr W,WA,"$575,000",3.0,"2,800",07/01/2010,700,Seattle,170.0,4
14667615,S,COND,275,W Roy St #207,WA,"$259,000",1.0,600,07/01/2010,700,Seattle,39.0,1
14777824,S,RESI,425,Smith St,WA,"$775,000",1.5,"2,200",07/01/2010,700,Seattle,3.0,4
14813223,S,COND,201,Galer St #411,WA,"$275,000",1.0,719,07/01/2010,700,Seattle,23.0,1
14978834,S,RESI,3836,36th Ave W,WA,"$520,000",2.0,"2,090",07/01/2010,700,Seattle,8.0,3
15051190,S,RESI,3434,35th Ave W,WA,"$450,000",1.75,"1,640",07/01/2010,700,Seattle,22.0,3
15139787,S,RESI,569,Ward Place,WA,"$485,000",3.25,"1,790",07/01/2010,700,Seattle,66.0,3
